"","gar","gar","gar","gar","zebrafish","zebrafish","zebrafish","zebrafish","medaka","medaka","medaka","medaka","stickleback","stickleback","stickleback","stickleback","esox","esox","esox","esox","central_mudminnow","central_mudminnow","central_mudminnow","central_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","olympic_mudminnow","grayling","grayling","grayling","grayling","hucho","hucho","hucho","hucho","salmon","salmon","salmon","salmon","charr","charr","charr","charr","rainbow_trout","rainbow_trout","rainbow_trout","rainbow_trout","coho","coho","coho","coho","grayling","grayling","grayling","grayling","hucho","hucho","hucho","hucho","salmon","salmon","salmon","salmon","charr","charr","charr","charr","rainbow_trout","rainbow_trout","rainbow_trout","rainbow_trout","coho","coho","coho","coho"
"1",45.5938789120001,47.2261968164002,44.0592967753629,43.3818118355158,49.1134026093623,53.1415620070922,56.3742873054956,60.5572973826972,43.4833575805773,47.562693488475,43.0139545829006,48.5789408058997,45.5855865317753,50.5640904386086,59.5185562452204,52.1551395928817,49.7903870058124,51.3233338054507,46.6164931953473,45.27694661262,50.1437489416946,47.5297247446585,58.2948438669271,48.5962869738132,53.8476731240265,52.8336431673246,58.5819307347965,61.5959100297642,45.3985223975049,47.2257889252426,42.020584389502,48.2859250609513,47.1525281523016,50.1039550497525,64.1498922548889,57.6374743534456,56.0466277140839,56.9267212839088,60.4395995900642,50.6504864525321,50.2569619338828,53.5896638038916,45.2621355416597,54.3820738612054,43.2616465531647,39.9669959585449,52.404148016467,48.1547460107441,34.9600174434219,39.8243866343376,34.1262362338485,39.204104298925,49.0229070013697,46.9018059646991,46.2217437012911,49.3519485548097,56.5223110721813,63.2857461674445,55.8147809902867,59.054797915373,50.3440730092101,50.2238771390507,63.5826539413075,55.7053910439861,52.5805388218588,51.8783976815518,45.760947014475,48.6899000009506,49.1831602966939,44.8869471866897,42.0538938465589,38.649306441787,39.0146064842747,35.2357028701319,35.8549214417234,44.3729521837592
"2",47.5224548337789,53.6152617312978,51.497275495066,45.8983507197092,54.697357064292,41.8092391301533,52.3532291938382,46.0219539979115,56.0350494989178,56.6325388242298,50.6850624255923,54.3297502114529,53.051625309892,44.0094855554399,47.8812325917772,48.8886741823807,46.9416361674027,40.855797729842,50.9811142904468,44.4116489372827,49.6794639343732,52.045987460978,46.6086767754877,50.5014184257586,48.4690032873176,40.8075194892443,48.3895792080177,48.087328329081,49.6574580829069,52.8528324139006,50.5886737324212,51.1773348399113,52.2798735351808,52.1447224780143,43.6790428587779,47.8118468661144,43.3725260860744,51.720077337121,47.8600408640854,40.3327367453028,49.6499468218076,43.1524529891878,53.9677335524962,50.2430646359779,52.5624210302696,56.5922359674583,48.0520191951142,46.1132846030921,45.0389896425009,51.595494497455,53.9420007514999,60.1016589639329,56.0977134756594,44.0894223381054,48.1977609719636,47.3052597760126,48.4772444249999,43.812989833892,42.4282070788411,44.2126241416548,37.1541521826407,45.6059951693112,45.6860300393048,52.1313797379739,54.8695324481881,50.6044035851387,47.6437554308411,46.8895736588651,54.9992691579913,53.5589850874747,53.1555267881299,57.6413124033007,55.2241755045369,57.4331980249203,51.8166932375787,42.5275360858495
"3",47.9799131687586,36.9914610104939,45.9930473100943,42.5115797348195,37.7405660955401,43.3717264567635,47.765158606178,48.286543346233,44.890529087889,44.3289330784821,47.5503722555801,50.3783059050813,45.52167120402,47.3909759965176,39.5423756287553,47.9929872037427,50.2890790885848,48.9471794008195,50.3180943790614,46.1934133242615,42.288660845602,48.8394439510748,44.0943178844883,44.7959756238681,46.5214582180006,58.5133728748189,58.0199178357828,54.4838204438326,41.8274012213912,52.2252949317079,50.7179023123339,53.740421735177,42.3065004100258,48.9691758412285,43.3303730821567,42.2970783786168,63.8945921354854,57.8169306156591,53.1245668895319,63.114049261775,52.6100579353272,51.9252114764784,50.7771011628737,47.9183291693748,50.5701785144994,58.4844846749262,55.1939054163085,57.5363745241694,51.7794774381803,41.9696451151544,52.7993997469044,56.2695955388819,48.5994355912089,43.9146573917709,53.6066582324948,51.519965531945,48.9621718112891,42.2394786728168,41.8424912521042,36.4298404390742,59.9726436769151,61.1938713833691,53.6823523827067,54.2344526332252,48.8157185724198,51.6234279996672,54.9933038277197,51.5732649876277,50.7727976563299,53.9995787881327,55.8006143153586,55.2064750744749,44.4450907221501,56.4374995998458,49.3833104013553,47.0422957037614
"4",50.5819808716654,44.3507110606966,44.5482860846765,55.9834699911212,63.4951588196599,55.2514795742953,44.7541393254652,45.2614139315511,44.9900216001506,51.0203842108012,47.0552031933137,47.5069484098182,46.0284714431984,39.3847175485559,48.2039881297701,43.4717151984505,47.1619945170831,50.7606624761683,45.1270684232437,47.7732858940163,45.2414451860158,48.1250306408429,37.9893768518564,40.8065813670301,47.7194230516655,47.6014966031613,42.312863730609,44.4124874812122,55.6940870950184,51.0545535719687,49.0970306398451,38.7003554868987,63.3575801032178,50.929194736045,52.9503834334777,52.1750014948507,60.4143377323481,63.9958072981222,66.4961489188934,57.7583447335002,52.1860373370517,46.2334184598846,44.557445401945,66.1333766233994,53.3942104524938,50.697218596636,53.7519974190282,53.0125172958973,51.8193592484978,40.741659392946,52.8561501618371,47.5639287393949,53.2194128034442,44.9031387024374,48.0806266832889,37.3804799411091,56.8656275834837,52.8831140614781,52.8573679987489,49.4280544189131,62.6356230672008,59.9569634399455,64.8585773222575,60.2929581925584,43.7363156512869,44.0997566194382,49.0163977728148,50.3987711524011,58.9210968182418,54.5348943013487,60.6296133676979,54.506122840499,53.3011606376017,50.171748763092,49.4537133354386,61.4869825792311
"5",50.8984374346648,28.809991834489,34.9085394602834,41.3541370176198,49.6276852262375,51.8581095892523,52.3584768498476,54.4715442649885,47.792608951851,45.1550955381856,46.8663574598313,56.6005719134868,40.7456999619507,38.828584452243,39.5321857646582,38.9369192544246,56.6177925333872,54.3501104990793,52.5229373381305,57.4946248525513,44.8614444485177,41.32749315096,42.7088261884436,47.7520026517025,51.7913540079801,46.3226539523157,47.8899169871728,50.6412253159999,53.7408561345267,51.9621789688294,50.4196769866488,53.1440797666503,48.4973609231689,47.00166256622,47.6906591907764,47.1173306492658,46.6274675837945,47.221432388618,46.9739558544817,44.8720315341013,52.1143742085507,60.6926372099597,48.2376299647819,52.0814774587803,57.5010377509907,53.9650850341254,59.7145815155186,49.3333148248936,53.2446288026399,48.7489797292627,48.2192343835087,47.1952451782251,46.9820227504266,48.3234028895291,53.8760099408945,46.2622666358184,48.9822030250602,47.1896031380566,50.1027909787003,47.471891999218,43.6929616538828,49.5724210883924,46.4007999200526,52.6755111388088,51.4950371666604,52.476574072051,55.2876292982768,55.9580434650821,54.1564489930955,53.132630705741,63.16581700684,51.4607081849841,55.299926076474,52.0850348882371,50.4159548971668,48.4581059264721
"6",40.9350329429297,38.2101133558671,37.6904071097288,39.0450635275633,47.993901617963,52.338173063334,53.6001301011304,46.6014727518216,49.6723789069122,55.1310816313752,53.3068688863799,60.3400472628547,62.2976352388199,55.6757821483303,49.3443641253617,48.2278208531088,45.8336560993279,48.7033811970205,53.9163294677998,54.0021716126607,49.0203295301877,47.2884721649077,53.2288062765591,54.8700860098715,51.1596506492228,52.6040326149769,48.8186228844735,57.5772084928795,51.9244564041248,58.0796542345291,44.8297977384458,43.6177650039348,42.814109487062,44.3707845362714,45.0722297766086,47.3605137118779,47.4038244645741,46.5719492340638,46.9733782827031,56.3937467718302,46.1088137849294,58.7866136410871,56.0134862205048,56.5096465717736,46.2872640634044,42.0472547911819,49.1737845819967,47.7507989696466,45.8662114767376,48.0828314924611,42.6232241482116,46.157661790856,47.5962185271457,51.7183259040475,52.6126525529824,49.0692000264864,48.1960535455904,46.1418056450059,51.4062306577439,48.7490365707257,46.2463089295778,54.4214760407777,46.3387335222724,51.364494501938,61.0301904425155,54.8865015764587,55.2274777722538,54.4178628720892,53.6998087370976,40.8019433478145,49.7463893010005,49.198255812613,41.3667049284153,44.8700176729881,42.7093705232335,43.3302186895333
"7",61.2168638247781,54.0749468102061,56.9920096525633,53.3172540344618,50.1294588256085,47.1803384224761,55.1241642939638,49.6449989871684,59.2658767044855,47.3293854218042,55.5417415175198,52.5606190502271,45.0926785075317,44.0592001098145,43.9412772883415,51.6639840766098,38.5621368944754,37.0257049593434,43.8951260909963,36.1671577193613,53.1099050321235,50.724378176085,52.5030072910305,57.831745934892,45.2156328111358,53.7416569467442,47.1843072652773,49.5281898333038,43.4270143596806,42.0669616971434,49.2537152541478,48.6151664480022,53.5626605955524,54.9993109724471,56.2482548048964,51.069971782677,44.6208368560221,54.620480477158,50.920364024253,46.7600687571131,54.0450310975934,49.8971394797837,53.0061686625075,49.6919813359178,49.9211854745041,62.2436073243113,47.9823583883032,48.9742275318402,43.181910356088,42.3228106159707,53.2790416361275,49.1106431883501,41.3379240132104,39.9503704214275,48.1782403562164,40.8613426140939,49.7018340372651,50.7141116071476,44.2862236550541,50.784930355939,46.1509959699792,56.0341915019322,47.4701891008117,48.2964327124194,45.5393031669568,49.1429097328822,50.6197832826882,46.4051585327581,53.3269683009424,50.9205773770782,45.3115025014983,55.9207841551953,47.4535179116906,56.3616712450511,42.1000225575501,55.4892114972513
"8",49.1226222042445,46.2492503090416,48.2977289616889,40.8270529296362,49.9509807086206,62.202330785633,55.0636956974426,47.7756448515653,41.4052595318267,50.5257637461419,41.4579859878894,41.5985563223032,53.331893181083,53.1951830863404,41.5500122266126,46.6725391084365,53.8381078381704,54.7335551680247,50.5979032295565,51.8379469799007,40.7903040734637,44.3372020708595,47.0499151215564,45.5461405590195,46.9394568959577,49.68083811064,48.4202515057655,49.399920593755,53.6080337977633,48.281602813317,52.6546262156556,46.5887667419972,49.6332402768892,43.9216142422289,53.3179392670243,51.800516864794,41.1032790066981,42.8796754831787,46.2604807372598,49.7049683591022,44.0612971888251,53.6154379664785,55.753171496269,46.1458229670702,53.3698755562494,52.1444769834156,47.0847120875859,42.3162611380708,43.6603160393217,54.1719323578617,50.9938688367119,56.4391557703364,55.44718215507,51.2130412768083,54.1147921401831,55.2506664467847,55.0965942780204,50.520024612308,55.447172949189,44.4432534705395,45.558374083522,55.4661694364285,43.9766563922805,49.2437113121723,36.6117695135146,54.307562568583,51.4437233063392,53.1242301040388,43.4627208300472,51.4863996766576,49.358617700689,40.814067722877,51.9561876762595,53.3132897118844,48.1336905576067,61.7610644033065
"9",50.5734704821258,52.5570303314169,49.3240948203306,50.9783000786487,50.4893856084493,54.8046378119406,58.1980525414157,57.0968383901741,42.8807785362723,41.946451324945,40.1923864459617,48.1132237679951,52.335830402492,46.6842228521269,35.9093649411768,40.5418070501009,50.9655242298304,52.1993879803084,55.7001315514862,54.0499497646413,51.3807402089894,59.0586909940149,55.4093676234141,54.7926546331962,52.6340296255395,52.3445480006043,57.5245461358808,58.4088276985216,58.6764021979181,58.4391883145459,48.6798529755423,59.0843916588114,41.0968062652448,47.135821751046,46.0221416840545,48.3678369535608,41.4011148185112,50.2123963419249,40.7493651142349,51.0509546258548,54.6510486053606,46.3430051640976,53.3076132194897,48.1415981907875,45.9360688523267,55.109302692371,60.7662719595653,56.8790781741353,48.817093228409,47.422548030712,51.9857509926562,50.4497738815737,60.3817516314197,57.8705514106793,54.1572553447228,55.7667424874089,40.5083378544168,48.2549526391934,40.0015051088878,46.0527394457444,50.3798308077964,46.198822611824,45.1678211789282,46.6385422635411,57.5944812671738,50.7681066311817,54.7217357894504,50.4884225920253,53.9279150640423,49.3352378391794,44.1961806196747,58.5121468124315,62.5134647690274,53.7758717412843,53.9817600843431,49.8990177927294
"10",46.7018614735068,47.5562675299665,48.2279971016982,43.6000855492907,50.2691727712779,47.723942522065,56.6616773219177,51.3895653100391,60.6729353643915,59.0767675708264,62.4726548164472,54.0900196369651,50.8334899930259,45.6887618683114,57.9902794441415,56.5437187898321,57.9337579887056,49.2677644216017,48.1469406255439,56.6067525476043,58.4738437152862,52.021122703953,62.7413017636251,51.7692091212267,59.3486830331924,54.009858623941,59.2350543229312,48.5539478854177,44.9121009871052,35.1327054863852,37.0656983664285,42.6016975596056,41.7524462560976,41.6131298628501,45.87247112139,39.8791182359054,55.5234420814514,50.991224467911,46.2461690454265,54.5398269752432,44.7495668357032,45.2406812212198,45.8856160859206,41.1851488665566,45.6661921500246,55.5170405653632,52.8003286788547,50.2792000441134,44.7453812951118,43.504254151828,53.8252480677117,47.2639757166942,46.0477748216105,33.8499643817278,37.1845075909834,41.7200061177086,37.6851499505243,57.1547401806129,48.1285894635351,42.0321392467204,58.55904372168,58.6362297063083,56.1118589160536,56.2138096479115,46.729943734003,39.2500627215589,48.3879632088925,43.9060649168777,49.7131351252181,56.0176967582448,49.5477598748565,53.6031455270127,47.0450361023276,42.3422197435497,49.1148670815863,42.6597969687501
